"Permit_ID","Yelp_ID"
2779,"la-chaumi鑢e-washington-2"
2780,NULL
2781,NULL
2782,"le-pain-quotidien-washington"
2783,"cafe-tu-o-tu-washington"
2786,"howard-china-washington"
2791,NULL
2795,"the-guards-washington"
2796,NULL
2799,"viet-garden-washington"
2802,NULL
2803,NULL
2805,"zoo-bar-cafe-washington-2"
2806,"harbour-cafe-washington"
2807,"sequoia-washington-2"
2808,NULL
2810,"bangkok-joes-washington"
2811,"la-madeleine-french-bakery-and-cafe-washington"
2812,NULL
2815,NULL
2819,NULL
2821,NULL
2823,NULL
2824,"eastern-empire-restaurant-washington"
2825,"tony-and-joes-seafood-place-washington"
2828,NULL
2829,"cabanas-washington"
2830,"cafe-cantina-washington"
2831,"nicks-riverside-grill-washington-2"
2832,NULL
2833,NULL
2834,NULL
2835,NULL
2837,NULL
2838,"miss-saigon-restaurant-washington"
2840,"mayflower-restaurant-washington"
2842,NULL
2849,"panda-express-washington-2"
2852,NULL
2853,NULL
2855,"haydees-restaurant-washington"
2856,"mr-smiths-of-georgetown-washington"
2859,"the-heights-washington-2"
2860,"bodega-washington"
2861,NULL
2862,"dos-gringos-washington"
2863,NULL
2864,NULL
2865,NULL
2866,NULL
2867,"bistro-francais-washington"
2869,NULL
2873,"johnny-rockets-washington-2"
2876,NULL
2877,"old-glory-washington"
2878,NULL
2882,NULL
2884,"el-pollo-sabroso-washington-2"
2885,"radius-pizza-washington"
2886,NULL
2890,NULL
2895,NULL
2896,"morgans-seafood-washington"
2897,NULL
2899,"chef-geoffs-washington"
2900,"marx-cafe-washington"
2901,"chadwicks-washington"
2903,"angelico-pizzeria-and-cafe-washington-2"
2904,NULL
2905,NULL
2906,"georgetown-dinette-washington"
2907,NULL
2911,NULL
2912,NULL
2914,NULL
2915,NULL
2916,NULL
2919,NULL
2920,NULL
2924,"ritas-west-indian-carryout-washington"
2933,NULL
2941,"el-rinconcito-deportivo-washington"
2943,"cafe-deluxe-washington"
2944,"pollo-campero-washington"
2945,NULL
2947,"clydes-washington"
2949,"district-2-bar-and-grille-washington"
2950,"julias-empanadas-washington-5"
2951,NULL
2952,NULL
2953,"bandolero-washington-2"
2956,NULL
2957,"tackle-box-washington"
2959,NULL
2960,NULL
2961,NULL
2962,"cafe-milano-washington"
2963,NULL
2964,NULL
2965,"peacock-cafe-washington"
2967,"chipotle-mexican-grill-washington"
2969,NULL
2970,"tuscany-cafe-washington"
2971,"booeymonger-restaurant-washington"
2972,"subway-washington-38"
2973,NULL
2974,NULL
2975,"pizzeria-paradiso-washington-2"
2976,NULL
2977,NULL
2978,NULL
2979,"redfire-grill-kabob-washington"
2981,"cactus-cantina-washington"
2983,NULL
2985,NULL
2988,"starbucks-washington-70"
2989,"foxhall-square-cafe-washington"
2991,NULL
2992,"qdoba-mexican-grill-washington-2"
2994,"subway-sandwiches-and-salads-washington-19"
2996,"fresh-med-washington"
2997,NULL
3001,"lavandou-washington"
3005,NULL
3007,"spices-asian-restaurant-and-sushi-bar-washington"
3010,NULL
3011,NULL
3012,"ruby-tuesday-washington-3"
3015,NULL
3017,"california-tortilla-washington-2"
3019,NULL
3020,"glorias-pupuseria-washington"
3021,NULL
3022,"uptown-tap-house-washington"
3024,"byblos-deli-washington"
3025,NULL
3026,"ripple-washington"
3028,"nam-viet-and-pho-79-washington"
3029,NULL
3031,"cleveland-park-bar-and-grill-washington-2"
3036,NULL
3040,NULL
3042,"thai-tanic-ii-washington"
3043,"taqueria-distrito-federal-washington"
3044,NULL
3046,"medium-rare-washington"
3047,"alero-restaurant-washington"
3048,NULL
3050,"california-tortilla-washington-2"
3055,NULL
3056,"indique-washington"
3057,NULL
3059,NULL
3060,NULL
3062,NULL
3063,"siam-house-thai-restaurant-washington"
3064,"subway-washington-9"
3065,NULL
3066,NULL
3069,"palena-washington"
3071,NULL
3072,NULL
3076,NULL
3079,NULL
3080,NULL
3086,NULL
3087,"la-cabana-restaurante-washington"
3091,NULL
3092,"sangria-cafe-washington"
3093,NULL
3098,"carolina-washington"
3099,NULL
3100,NULL
3101,NULL
3102,"leo-j-o-donovan-dining-hall-washington-2"
3103,"sweet-mango-cafe-washington"
3108,NULL
3109,"2-amys-washington"
3110,NULL
3112,NULL
3113,"taco-bell-washington-10"
3114,NULL
3118,"cosi-washington-17"
3119,NULL
3121,NULL
3122,NULL
3124,NULL
3127,"caf?georgetown-washington"
3128,NULL
3129,NULL
3131,NULL
3138,"wendys-washington-9"
3140,NULL
3141,NULL
3145,NULL
3146,NULL
3153,NULL
3156,NULL
3160,"teaism-washington-7"
3165,NULL
3166,NULL
3167,NULL
3168,NULL
3169,NULL
3170,NULL
3174,"johnnys-half-shell-washington"
3175,NULL
3178,NULL
3181,NULL
3183,"cafe-ol?washington-2"
3184,NULL
3185,NULL
3186,NULL
3187,NULL
3188,"oyamel-washington"
3189,"the-caucus-room-washington"
3190,"soho-cafe-and-market-washington"
3191,NULL
3192,NULL
3195,"franklin-grille-washington-2"
3198,"mcdonalds-washington-5"
3201,NULL
3202,NULL
3203,NULL
3205,NULL
3206,NULL
3208,"ruby-tuesday-washington"
3209,NULL
3210,NULL
3211,NULL
3214,"jerrys-subs-and-pizza-washington-4"
3215,NULL
3218,NULL
3219,"indian-ocean-washington"
3220,NULL
3221,NULL
3222,NULL
3224,"el-torogoz-washington"
3225,"armands-chicago-pizzeria-washington-2"
3228,"ollies-trolley-washington"
3232,NULL
3233,"chalins-restaurant-washington"
3234,"epicurean-and-company-washington"
3235,"starbucks-washington-54"
3236,NULL
3237,"potbelly-sandwich-works-washington-5"
3238,NULL
3239,NULL
3240,"chipotle-mexican-grill-washington-3"
3243,"popeyes-washington-5"
3245,"harriets-family-restaurant-washington"
3250,NULL
3253,NULL
3254,NULL
3259,"harrys-restaurant-washington"
3260,"sun-spot-cafe-and-deli-washington"
3262,"tesoro-washington"
3265,NULL
3266,"mcdonalds-washington-31"
3267,NULL
3269,"subway-washington-12"
3270,NULL
3271,NULL
3278,NULL
3279,NULL
3282,"el-don-restaurant-washington"
3283,"subway-washington-36"
3285,NULL
3287,NULL
3288,NULL
3293,NULL
3294,"burger-king-washington-9"
3295,"mayflower-chinese-food-washington"
3296,NULL
3298,"sei-washington"
3299,"cedar-washington"
3301,"neisha-thai-cuisine-washington"
3302,NULL
3303,"subway-washington-22"
3304,"neisha-thai-cuisine-washington"
3306,NULL
3308,NULL
3309,"quiznos-washington-14"
3310,"italian-pizza-kitchen-washington"
3311,"mcdonalds-washington-24"
3318,NULL
3319,"guapos-restaurant-washington"
3322,"angelico-pizzeria-and-cafe-washington"
3324,NULL
3326,"flip-it-bakery-washington"
3327,"crisp-and-juicy-washington"
3333,NULL
3336,NULL
3338,"dancing-crab-washington"
3340,NULL
3341,"murasaki-japanese-restaurant-washington"
3342,"la-libertad-restaurant-washington"
3344,"prince-caf?washington-6"
3345,"prince-caf?washington-6"
3347,NULL
3349,"satay-club-washington"
3351,"osman-and-joes-steak-n-egg-kitchen-washington"
3354,"highlands-washington-3"
3355,"yosaku-japanese-restaurant-washington"
3356,NULL
3357,NULL
3360,"louis-rogue-washington"
3362,NULL
3363,"ras-restaurant-and-lounge-washington"
3369,NULL
3370,"kotobuki-washington"
3371,"makoto-restaurant-washington"
3372,NULL
3374,"figs-lebanese-cafe-washington"
3375,"little-china-cafe-washington"
3377,NULL
3378,NULL
3381,"homemade-pizza-company-washington"
3384,NULL
3385,"chicken-out-rotisserie-washington"
3386,"le-pain-quotidien-washington-3"
3388,"blacksalt-fish-market-and-restaurant-washington"
3390,"palisades-pizzeria-and-clam-bar-washington"
3391,NULL
3396,"le-chat-noir-washington"
3398,NULL
3399,NULL
3400,"tanad-thai-washington"
3402,"spring-garden-washington"
3403,"matisse-washington"
3405,"cafe-phillips-washington-5"
3406,NULL
3407,NULL
3408,"new-course-washington"
3410,"irish-channel-restaurant-and-pub-washington"
3411,NULL
3412,NULL
3414,NULL
3415,"billy-goat-tavern-washington"
3416,"quiznos-washington-8"
3421,NULL
3422,"jacks-famous-deli-washington"
3423,"subway-washington-64"
3424,"burger-king-washington-2"
3425,"li-ho-food-restaurant-and-carryout-washington"
3430,NULL
3431,NULL
3432,NULL
3433,NULL
3434,NULL
3437,"subway-washington-15"
3440,NULL
3442,NULL
3443,NULL
3444,"brueggers-bagels-washington-2"
3445,"zola-wine-and-kitchen-washington-2"
3446,"royal-thai-cuisine-and-bar-washington"
3447,NULL
3448,NULL
3449,"district-chophouse-and-brewery-washington"
3450,"full-kee-restaurant-washington"
3451,NULL
3452,"listranis-ristorante-italiano-washington"
3454,"bambu-washington-2"
3455,"sur-la-place-washington"
3457,NULL
3458,"chens-gourmet-chinese-carryout-washington"
3459,"et-voila-washington"
3460,NULL
3462,NULL
3466,NULL
3468,NULL
3470,"bistro-d-oc-washington"
3472,"starbucks-washington-54"
3475,NULL
3476,"the-dubliner-washington"
3477,"popeyes-washington-4"
3480,"leeloo-lounge-and-restaurant-washington"
3485,NULL
3486,"lincolns-waffle-shop-washington"
3487,NULL
3491,"chadwicks-washington-2"
3492,NULL
3493,NULL
3495,NULL
3496,NULL
3498,NULL
3499,NULL
3500,"booeymonger-restaurant-washington-2"
3503,NULL
3504,NULL
3505,NULL
3507,"magic-gourd-restaurant-washington"
3508,NULL
3510,NULL
3512,NULL
3513,"corner-bakery-cafe-washington-5"
3518,"mcdonalds-washington-35"
3520,NULL
3528,NULL
3529,NULL
3531,"harriets-family-restaurant-washington"
3533,NULL
3534,"maggianos-little-italy-washington"
3535,NULL
3538,NULL
3541,NULL
3542,"the-cheesecake-factory-washington"
3543,"sizzex-sizzling-express-washington"
3546,NULL
3552,NULL
3555,"dc-boathouse-washington"
3556,NULL
3559,NULL
3562,NULL
3563,"twin-dragon-carry-out-washington"
3565,NULL
3566,NULL
3569,"parthenon-restaurant-and-chevy-chase-lounge-washington"
3571,NULL
3573,"american-city-diner-washington"
3574,"arucola-washington"
3575,NULL
3576,NULL
3580,NULL
3581,"qdoba-mexican-grill-washington"
3582,NULL
3583,"potbelly-sandwich-shop-washington-9"
3584,NULL
3585,"mcdonalds-washington-13"
3586,NULL
3588,NULL
3589,NULL
3590,NULL
3591,"mcdonalds-washington-13"
3592,NULL
3593,NULL
3594,NULL
3601,"subway-washington-52"
3605,NULL
3607,"turntable-restaurant-and-disco-washington"
3609,NULL
3611,NULL
3617,"mcdonalds-washington-40"
3618,"m-and-s-grill-washington"
3619,NULL
3620,NULL
3621,NULL
3622,"garden-cafe-washington-2"
3623,NULL
3624,NULL
3625,"cascade-cafe-washington"
3626,NULL
3628,NULL
3629,NULL
3630,NULL
3631,NULL
3632,NULL
3633,NULL
3634,"lawsons-gourmet-washington"
3636,NULL
3637,"chipotle-washington"
3639,NULL
3640,NULL
3641,NULL
3647,"the-greene-turtle-washington"
3653,NULL
3654,NULL
3683,NULL
3693,"au-bon-pain-washington-9"
3694,NULL
3695,"saints-paradise-cafeteria-washington"
3696,"sun-spot-cafe-and-deli-washington"
3697,NULL
3700,"wok-and-roll-washington"
3701,NULL
3702,NULL
3704,"eat-first-restaurant-washington"
3705,NULL
3706,"new-big-wong-chinese-restaurant-washington"
3707,NULL
3708,"jackey-cafe-washington-2"
3710,NULL
3711,"chez-aunty-libe-washington"
3716,"potbelly-sandwich-works-washington-12"
3719,NULL
3720,NULL
3721,"marrakesh-restaurant-washington"
3722,"chopt-creative-salad-company-washington-4"
3724,"chinatown-garden-washington"
3725,"wazobia-washington"
3726,"tony-chengs-mongolian-restaurant-washington"
3727,NULL
3730,"wonder-chicken-washington"
3734,"serengeti-resturaunt-and-lounge-washington"
3736,"peaches-kitchen-washington"
3740,"tai-shan-restaurant-washington"
3741,"tonys-place-washington"
3743,"senbeb-cafe-washington"
3746,NULL
3747,NULL
3748,NULL
3750,"jacks-famous-deli-washington"
3754,NULL
3757,"rasika-washington"
3760,"potbelly-sandwich-works-washington-4"
3761,"penn-quarter-sports-tavern-washington"
3762,NULL
3766,"three-s-restaurant-washington"
3771,NULL
3773,"camilles-sidewalk-cafe-washington"
3774,"phillips-cafe-washington"
3779,"old-ebbitt-grill-washington"
3781,NULL
3782,"takoma-station-tavern-washington"
3785,"cosi-washington-11"
3786,"au-bon-pain-washington-7"
3787,NULL
3788,NULL
3789,NULL
3792,NULL
3793,NULL
3794,NULL
3796,NULL
3798,"bar-louie-washington"
3799,"thai-chili-washington"
3800,"1791-dc-washington"
3801,"zaytinya-washington"
3802,NULL
3805,"701-pennsylvania-avenue-restaurant-and-bar-washington"
3808,"sushi-go-round-and-tapas-washington"
3809,"clydes-washington-3"
3810,NULL
3811,NULL
3813,"subway-washington-24"
3814,NULL
3815,"ruby-tuesday-washington-2"
3816,NULL
3818,NULL
3819,"matchbox-chinatown-washington"
3820,NULL
3825,NULL
3827,"asian-spice-washington"
3828,"firehook-bakery-washington"
3829,"potbelly-sandwich-shop-washington-9"
3830,"new-world-cafe-washington"
3831,"la-tasca-washington"
3832,NULL
3834,NULL
3836,"potbelly-sandwich-shop-washington-11"
3838,"california-tortilla-washington-3"
3839,NULL
3840,NULL
3841,"chopt-creative-salad-company-washington-4"
3842,NULL
3843,"teddys-roti-shop-washington"
3844,"charlies-bar-and-grill-washington"
3850,NULL
3852,"fuddruckers-washington-2"
3853,"market-to-market-washington"
3854,"burma-restaurant-washington"
3855,"cafe-deli-washington"
3856,"kanlaya-thai-cuisine-washington"
3857,"urfa-tomato-kabob-washington"
3859,"taste-of-the-caribbean-ii-washington"
3861,"mcdonalds-restaurants-washington-7"
3862,NULL
3863,"ledo-pizza-washington-5"
3864,"chinatown-express-washington"
3865,"szechuan-house-restaurant-washington"
3866,"mcdonalds-washington-43"
3867,NULL
3868,"ruths-chris-steakhouse-washington"
3869,NULL
3870,"austin-grill-washington"
3871,"quiznos-washington-2"
3872,NULL
3873,NULL
3875,"china-hut-washington"
3876,NULL
3882,"fire-and-sage-washington"
3883,NULL
3884,"proof-restaurant-washington"
3885,"oya-restaurant-and-lounge-washington"
3886,"ps7s-washington"
3888,"zengo-washington"
3889,"tropicana-carryout-washington"
3891,NULL
3893,NULL
3894,"five-guys-burgers-and-fries-washington-5"
3896,"quiznos-washington-13"
3898,"the-lafayette-at-the-hay-adams-washington"
3900,NULL
3901,NULL
3902,NULL
3904,NULL
3905,NULL
3906,NULL
3909,"quiznos-washington-7"
3910,NULL
3911,NULL
3917,NULL
3921,NULL
3922,"teaism-washington-9"
3923,"the-oval-room-washington-2"
3926,"zola-washington"
3934,"au-bon-pain-washington-2"
3935,"subway-washington-49"
3936,NULL
3938,NULL
3940,NULL
3941,NULL
3942,NULL
3946,NULL
3947,NULL
3948,NULL
3950,NULL
3954,NULL
3955,NULL
3957,NULL
3958,NULL
3959,NULL
3960,"ici-urban-bistro-washington"
3962,NULL
3964,"bobby-vans-steakhouse-washington"
3965,NULL
3966,"rfd-washington-washington-2"
3967,NULL
3969,NULL
3971,NULL
3973,"the-bombay-club-washington"
3974,NULL
3975,NULL
3977,"mehak-washington"
3979,"brown-bag-washington"
3980,"equinox-restaurant-washington"
3981,"nandos-peri-peri-washington-2"
3982,"domku-bar-and-cafe-washington-2"
3985,"notti-bianche-washington"
3986,"penn-grill-washington"
3989,"hooters-washington"
3990,"odalis-restaurant-washington"
3993,NULL
3996,NULL
3997,NULL
3998,"cafe-soleil-washington"
4000,"rosa-mexicano-washington"
4003,NULL
4004,NULL
4009,"george-washington-university-hospital-cafeteria-washington"
4012,NULL
4015,"gordon-biersch-brewery-restaurant-washington"
4018,"first-cup-cafe-washington"
4019,"nellies-sports-bar-washington"
4020,NULL
4021,NULL
4022,NULL
4025,"subway-washington-24"
4026,"mccormick-and-schmicks-washington"
4027,NULL
4028,NULL
4029,NULL
4030,NULL
4031,NULL
4032,NULL
4033,"lawsons-grille-washington"
4034,NULL
4035,NULL
4037,"mcdonalds-washington-24"
4038,NULL
4040,NULL
4041,"asia-nine-bar-and-lounge-washington"
4042,NULL
4043,NULL
4045,NULL
4049,NULL
4050,NULL
4051,"the-tavern-at-the-henley-park-washington"
4053,NULL
4054,NULL
4055,"co-co-sala-washington"
4057,NULL
4058,"georgia-browns-restaurant-washington"
4061,NULL
4062,NULL
4064,NULL
4065,NULL
4067,NULL
4069,NULL
4070,"hard-rock-cafe-washington"
4071,NULL
4073,NULL
4076,NULL
4077,NULL
4078,NULL
4079,NULL
4080,"an-uncommon-cafe-washington"
4082,"library-of-congress-madison-cafeteria-washington"
4083,NULL
4084,NULL
4088,"park-cafe-washington"
4089,"chicken-tortilla-washington"
4091,"five-guys-burgers-and-fries-washington-3"
4092,NULL
4093,"levis-port-cafe-washington"
4094,NULL
4097,NULL
4098,NULL
4099,"united-house-of-prayer-for-all-people-washington-4"
4101,NULL
4102,NULL
4104,NULL
4107,NULL
4108,NULL
4109,"younis-pizzeria-washington"
4114,NULL
4117,NULL
4122,"la-lomita-washington"
4125,NULL
4126,NULL
4127,NULL
4128,"five-guys-burgers-and-fries-washington-3"
4129,NULL
4132,NULL
4133,"new-york-pizza-washington-2"
4136,"subway-washington-5"
4137,NULL
4147,NULL
4148,NULL
4151,NULL
4152,NULL
4180,"ihop-washington-5"
4181,NULL
4185,"mcdonalds-washington-19"
4186,NULL
4194,NULL
4199,NULL
4200,"burrito-brothers-washington"
4201,"t-v-a-cafe-recess-washington"
4206,NULL
4207,NULL
4209,NULL
4210,"hunan-dynasty-washington"
4211,"mcdonalds-washington-8"
4216,"sweetgreen-washington-5"
4217,"tunnicliffs-tavern-washington"
4221,NULL
4222,NULL
4231,"market-lunch-washington-2"
4237,NULL
4242,"thai-orchids-kitchen-washington"
4247,NULL
4255,"wahsing-restaurant-washington"
4256,"mcdonalds-restaurants-washington-8"
4264,NULL
4268,NULL
4274,NULL
4279,"subway-washington-57"
4280,"negril-washington-dc"
4281,NULL
4285,NULL
4287,"national-democratic-club-washington"
4288,"sizzling-express-washington-4"
4289,"cosi-washington-10"
4292,"good-stuff-eatery-washington"
4295,NULL
4300,"la-lomita-dos-washington"
4301,"young-chow-washington-2"
4302,"thai-roma-restaurant-washington"
4303,NULL
4305,"the-pour-house-washington"
4307,NULL
4309,NULL
4310,NULL
4316,"wellness-caf?washington-4"
4318,"seventh-hill-washington"
4319,"hawk-n-dove-washington"
4320,"tune-inn-washington"
4334,"secrets-of-natures-health-food-centers-washington"
4348,"capitol-hill-tandoor-and-grill-washington"
4350,NULL
4351,"cafe-8-washington"
4353,"subway-sandwiches-and-salads-washington-17"
4356,"pimento-grill-washington"
4366,"tropicana-eatery-washington-4"
4367,"popeyes-famous-fried-chicken-washington-6"
4373,"banana-cafe-and-piano-bar-washington"
4376,"jimmy-ts-place-washington-2"
4380,"belga-cafe-washington"
4381,NULL
4382,"fusion-grill-washington"
4383,NULL
4384,NULL
4385,"las-placitas-washington"
4386,"matchbox-capitol-hill-washington"
4387,NULL
4388,NULL
4395,"lavagna-washington"
4396,NULL
4402,"sizzling-express-washington-5"
4403,NULL
4405,NULL
4406,"mr-henrys-washington"
4408,"aatish-on-the-hill-washington"
4409,NULL
4410,"la-plaza-restaurant-washington"
4411,NULL
4415,"sanphan-washington"
4416,"lil-pub-washington"
4418,NULL
4419,"quiznos-subs-washington-2"
4421,NULL
4422,NULL
4423,"le-pain-quotidien-washington-2"
4427,NULL
4431,NULL
4433,"capitol-city-subs-washington"
4435,"navy-yard-metro-center-cafe-washington"
4436,NULL
4437,"quiznos-subs-washington-6"
4439,NULL
4441,NULL
4442,NULL
4443,NULL
4445,NULL
4447,NULL
4448,NULL
4449,NULL
4451,NULL
4452,"jennys-asian-fusion-washington"
4469,NULL
4472,NULL
4474,NULL
4475,NULL
4477,NULL
4479,"potbelly-sandwich-shop-washington-14"
4481,NULL
4482,"cityzen-washington-2"
4484,NULL
4485,NULL
4486,NULL
4491,NULL
4492,NULL
4495,NULL
4498,"lucky-kabob-washington"
4500,NULL
4501,NULL
4502,NULL
4504,NULL
4507,NULL
4508,NULL
4509,"wendys-washington-2"
4510,NULL
4511,NULL
4512,NULL
4513,NULL
4514,NULL
4516,NULL
4517,"grand-deli-and-cafe-washington-2"
4519,NULL
4520,NULL
4521,NULL
4522,NULL
4523,NULL
4527,"yums-carryout-washington-3"
4531,"secrets-of-natures-health-food-centers-washington"
4535,"mcdonalds-washington-23"
4536,"quiznos-washington-4"
4537,"wall-street-deli-washington"
4539,NULL
4540,"atrium-cafe-washington"
4551,NULL
4552,NULL
4553,"cafe-59-washington"
4555,"potbelly-sandwich-works-washington-14"
4556,NULL
4557,"the-wishbone-washington"
4561,"ohs-place-restaurant-washington"
4562,NULL
4567,NULL
4574,"everything-yogurt-and-salad-cafe-washington"
4576,"gourmet-too-washington"
4577,NULL
4578,NULL
4582,NULL
4586,NULL
4587,NULL
4591,"subway-washington-23"
4594,NULL
4595,NULL
4596,NULL
4598,NULL
4599,NULL
4600,"cantina-marina-washington"
4601,NULL
4602,NULL
4603,"mcdonalds-washington-23"
4604,"pier-7-restaurant-washington"
4606,NULL
4607,"au-bon-pain-washington-14"
4608,NULL
4610,NULL
4611,NULL
4613,"phillips-flagship-restaurant-and-seafood-grill-washington"
4615,"mcdonalds-washington-42"
4616,NULL
4617,NULL
4620,"biergarten-haus-washington"
4621,"pho14-at-adams-morgan-washington"
4624,NULL
4629,NULL
4647,"the-players-lounge-washington"
4649,NULL
4650,NULL
4654,NULL
4671,NULL
4672,"quiznos-washington-2"
4684,NULL
4690,"carmines-washington"
4692,"sala-thai-washington-3"
4701,"julias-empanadas-washington-5"
4706,"cafe-istanbul-washington"
4708,"twins-jazz-washington"
4715,"sawah-diner-and-hookah-lounge-washington"
4716,NULL
4720,"pret-a-manger-washington-2"
4721,NULL
4722,NULL
4723,NULL
4726,NULL
4741,NULL
4745,"buddha-bar-washington"
4750,NULL
4758,"alero-restaurant-washington-6"
4760,"fast-eddies-billiard-cafe-washington"
4761,"haydees-restaurant-washington"
4762,NULL
4772,"bobby-vans-steakhouse-washington"
4774,NULL
4778,"charmthai-restaurant-washington"
4779,"nirvana-express-washington"
4780,"the-chesapeake-room-washington"
4781,"greek-deli-and-catering-washington"
4784,"the-grill-from-ipanema-washington"
4785,NULL
4787,NULL
4789,NULL
4795,"don-jaime-restaurant-washington"
4797,"quiznos-washington-3"
4799,"billy-martins-tavern-washington"
4800,"avocado-cafe-washington"
4802,"wiseys-washington"
4803,"caf?divan-washington-2"
4805,"zula-restaurant-washington"
4807,"crumbs-and-coffee-washington"
4808,"the-mighty-pint-washington"
4832,"legal-sea-foods-washington-2"
4834,"sals-cafe-washington"
4838,"rays-the-steaks-at-east-river-washington"
4840,NULL
4844,NULL
4867,"subway-washington-52"
4868,"la-plaza-restaurant-washington"
4869,"banana-cafe-and-piano-bar-washington"
4871,NULL
4875,NULL
4877,NULL
4880,"el-tamarindo-washington"
4882,NULL
4883,NULL
4886,"selam-restaurant-washington"
4887,"dc-noodles-washington-6"
4888,NULL
4897,NULL
4899,NULL
4900,NULL
4901,NULL
4902,"murphys-of-dc-washington"
4903,"hot-n-juicy-crawfish-washington"
4904,"mama-ayeshas-washington"
4905,NULL
4906,NULL
4910,NULL
4911,"popeyes-chicken-and-biscuits-washington-3"
4912,"popeyes-chicken-and-biscuits-washington-3"
4919,"montmartre-washington"
4920,"banana-cafe-and-piano-bar-washington"
4921,"labamba-sub-shop-washington"
4922,NULL
4923,"rosemarys-thyme-bistro-washington-2"
4924,"duplex-diner-washington"
4925,"quiznos-sub-washington"
4949,NULL
4950,NULL
4958,"taqueria-distrito-federal-2-washington"
4959,"rasoi-indian-kitchen-washington"
4971,"subway-washington-33"
4976,NULL
4978,"u-street-cafe-washington"
4980,"thai-tanic-ii-washington"
4985,"howard-china-washington"
4987,NULL
4988,"market-lunch-washington-2"
4989,NULL
4995,"pollo-granjero-washington"
5000,NULL
5002,"morgans-seafood-washington"
5008,NULL
5012,NULL
5017,NULL
5020,"mcdonalds-washington-21"
5022,NULL
5024,"jjs-cheesesteaks-washington"
5028,"coffee-nature-washington"
5029,NULL
5030,"kendejah-washington"
5031,"chatmans-d-vine-bakery-and-cafe-washington"
5034,NULL
5035,"sala-thai-washington-2"
5036,"kushi-washington-2"
5042,"casa-blanca-restaurant-washington"
5043,NULL
5045,"tortilla-cafe-washington"
5046,NULL
5053,"market-lunch-washington-2"
5054,NULL
5056,"cava-mezze-dc-washington-2"
5058,"la-villa-washington"
5060,"hunan-palace-washington"
5061,"chopt-creative-salad-company-washington-2"
5062,"the-bottom-line-washington"
5065,"teds-bulletin-washington"
5067,"teds-bulletin-washington"
5068,"popeyes-washington"
5070,NULL
5072,NULL
5073,"kababji-grill-washington-2"
5080,NULL
5085,NULL
5090,NULL
5091,NULL
5097,"au-bon-pain-washington-7"
5098,"the-pink-snapper-washington"
5099,"meskerem-ethiopian-restaurant-washington-2"
5102,"turntable-restaurant-and-disco-washington"
5103,"five-guys-washington-2"
5106,"dominos-pizza-washington-2"
5108,NULL
5111,NULL
5112,NULL
5114,"1905-bistro-washington"
5116,NULL
5121,NULL
5124,NULL
5125,NULL
5126,"meridian-pint-washington"
5128,NULL
5129,NULL
5130,"an-uncommon-cafe-washington"
5131,NULL
5132,NULL
5133,"rome-pizza-and-sub-washington"
5134,NULL
5135,"cafe-deluxe-washington"
5136,"angelico-la-pizzeria-washington-2"
5137,"acacia-bistro-and-wine-bar-washington-2"
5140,"ma-mas-southern-cuisine-washington"
5146,NULL
5147,"queens-cafe-and-hookah-washington"
5149,NULL
5150,"burger-king-washington-11"
5154,NULL
5158,NULL
5163,"popeyes-chicken-and-biscuits-washington-3"
5166,"house-of-philly-washington"
5167,"prince-cafe-washington-4"
5169,"cafe-paradiso-washington"
5170,"bucks-fishing-and-camping-washington"
5171,NULL
5172,"lolas-barracks-bar-and-grill-washington"
5180,"flavors-of-jaguya-washington"
5181,"pollomio-chicken-washington"
5182,"pica-taco-washington"
5183,"pica-taco-washington"
5186,NULL
5188,"star-and-shamrock-washington"
5192,NULL
5193,"roti-mediterranean-grill-washington"
5194,NULL
5195,NULL
5199,"mez?washington-2"
5200,NULL
5203,"teak-wood-washington"
5204,"flippin-pizza-washington-2"
5205,NULL
5206,"capitol-lounge-washington"
5207,NULL
5208,"millie-and-als-washington"
5210,NULL
5211,"the-black-squirrel-washington"
5215,"dukem-ethiopian-restaurant-washington"
5216,NULL
5217,"cafe-phillips-washington-3"
5223,"chopt-creative-salad-company-washington-8"
5226,"potbelly-sandwich-shop-washington"
5228,"bohemian-caverns-washington"
5229,NULL
5232,NULL
5233,NULL
5234,NULL
5237,NULL
5238,NULL
5241,"mie-n-yu-washington"
5242,NULL
5243,"red-toque-caf?washington-2"
5245,"bens-next-door-washington"
5247,"howard-theatre-washington"
5248,"zeke-sport-cafe-washington"
5249,"amorini-panini-washington"
5252,NULL
5253,NULL
5254,"paul-bakery-and-caf?washington-2"
5255,NULL
5256,NULL
5257,"pret-a-manger-washington-3"
5258,"the-capital-grille-washington-2"
5259,"upper-crust-pizzeria-washington-2"
5260,"brown-bag-washington"
5261,"pizza-autentica-washington-5"
5263,NULL
5265,NULL
5266,"food-corner-kabob-house-washington"
5267,"mr-henrys-washington"
5268,"naan-and-beyond-washington"
5273,NULL
5274,"spice-express-washington-2"
5277,NULL
5279,NULL
5282,NULL
5283,"quiznos-subs-washington-2"
5286,NULL
5289,"tropicana-eatery-washington-3"
5291,NULL
5292,"roti-mediterranean-grill-washington-3"
5297,"ping-pong-dim-sum-washington-6"
5298,NULL
5299,"chipotle-washington-8"
5300,"acqua-al-2-washington"
5302,NULL
5303,"muncheez-mania-washington"
5304,"grill-kabob-washington-2"
5306,NULL
5308,NULL
5309,NULL
5310,NULL
5311,NULL
5312,"p-j-clarkes-washington"
